state,district,subdistrict,village,latitude,longitude,geometry
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Moirang Ward-10,25.9496,91.8798,POINT(91.8798 25.9496)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Ambassa Ward-11,25.5944,92.2926,POINT(92.2926 25.5944)
Sikkim,East Sikkim,East Sikkim Sub-Division,Bishalgarh Ward-12,27.4531,88.6749,POINT(88.6749 27.4531)
Sikkim,North Sikkim,North Sikkim Sub-Division,Sipajhar Ward-13,27.3693,88.5836,POINT(88.5836 27.3693)
Sikkim,South Sikkim,South Sikkim Sub-Division,Rangia Ward-14,27.1525,88.3123,POINT(88.3123 27.1525)
Nagaland,Kohima,Kohima Sub-Division,Mairang Ward-15,25.6214,94.1682,POINT(94.1682 25.6214)
Nagaland,Dimapur,Dimapur Sub-Division,Mairang Ward-16,25.9237,93.6362,POINT(93.6362 25.9237)
Nagaland,Mokokchung,Mokokchung Sub-Division,Gyalshing Ward-17,26.2354,94.4186,POINT(94.4186 26.2354)
Manipur,Imphal West,Imphal West Sub-Division,Hnahthial Ward-18,24.6928,93.7941,POINT(93.7941 24.6928)
Manipur,Bishnupur,Bishnupur Sub-Division,Nongpoh Ward-19,24.5246,93.6161,POINT(93.6161 24.5246)
Manipur,Senapati,Senapati Sub-Division,Nongpoh Ward-20,25.1316,93.9156,POINT(93.9156 25.1316)
Mizoram,Aizawl,Aizawl Sub-Division,Nongpoh Ward-21,23.7355,92.6246,POINT(92.6246 23.7355)
Mizoram,Kolasib,Kolasib Sub-Division,Mairang Ward-22,24.1756,92.7155,POINT(92.7155 24.1756)
Mizoram,Lunglei,Lunglei Sub-Division,Hnahthial Ward-23,22.8617,92.7776,POINT(92.7776 22.8617)
Tripura,West Tripura,West Tripura Sub-Division,Mangan Ward-24,23.9162,91.2263,POINT(91.2263 23.9162)
Tripura,Sipahijala,Sipahijala Sub-Division,Nambol Ward-25,23.6472,91.1688,POINT(91.1688 23.6472)
Tripura,Dhalai,Dhalai Sub-Division,Kalaigaon Ward-1,23.7754,91.911,POINT(91.911 23.7754)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Cherrapunji Ward-2,27.5225,91.8697,POINT(91.8697 27.5225)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Moirang Ward-3,27.2645,92.3857,POINT(92.3857 27.2645)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Kalaigaon Ward-4,27.1252,93.7477,POINT(93.7477 27.1252)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Cherrapunji Ward-5,28.0424,95.2362,POINT(95.2362 28.0424)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Chaygaon Ward-6,27.5641,93.9002,POINT(93.9002 27.5641)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Rupa Ward-7,26.0132,91.7343,POINT(91.7343 26.0132)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Dirang Ward-8,26.2459,91.6417,POINT(91.6417 26.2459)
Assam,Darrang,Darrang Sub-Division,Teliamura Ward-9,26.4269,92.1028,POINT(92.1028 26.4269)
Assam,Sonitpur,Sonitpur Sub-Division,Sipajhar Ward-10,26.7678,92.7238,POINT(92.7238 26.7678)
Assam,Dibrugarh,Dibrugarh Sub-Division,Rangia Ward-11,27.3904,94.8671,POINT(94.8671 27.3904)
Assam,Cachar,Cachar Sub-Division,Ambassa Ward-12,24.9747,92.6353,POINT(92.6353 24.9747)
Assam,Nagaon,Nagaon Sub-Division,Mangan Ward-13,26.2541,92.7164,POINT(92.7164 26.2541)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Gyalshing Ward-14,25.5945,91.7589,POINT(91.7589 25.5945)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Moirang Ward-15,25.5704,91.2749,POINT(91.2749 25.5704)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Moirang Ward-16,26.0448,91.8403,POINT(91.8403 26.0448)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Gyalshing Ward-17,25.3715,92.0776,POINT(92.0776 25.3715)
Sikkim,East Sikkim,East Sikkim Sub-Division,Serchhip Ward-18,27.4554,88.6945,POINT(88.6945 27.4554)
Sikkim,North Sikkim,North Sikkim Sub-Division,Mangan Ward-19,27.612,88.475,POINT(88.475 27.612)
Sikkim,South Sikkim,South Sikkim Sub-Division,Teliamura Ward-20,27.0742,88.2131,POINT(88.2131 27.0742)
Nagaland,Kohima,Kohima Sub-Division,Mangan Ward-21,25.8245,93.9975,POINT(93.9975 25.8245)
Nagaland,Dimapur,Dimapur Sub-Division,Lumla Ward-22,25.7798,93.6526,POINT(93.6526 25.7798)
Nagaland,Mokokchung,Mokokchung Sub-Division,Lumla Ward-23,26.419,94.6393,POINT(94.6393 26.419)
Manipur,Imphal West,Imphal West Sub-Division,Kalaigaon Ward-24,24.9494,94.0209,POINT(94.0209 24.9494)
Manipur,Bishnupur,Bishnupur Sub-Division,Tenga Ward-25,24.7503,93.7102,POINT(93.7102 24.7503)
Manipur,Senapati,Senapati Sub-Division,Lumla Ward-1,25.3801,94.0717,POINT(94.0717 25.3801)
Mizoram,Aizawl,Aizawl Sub-Division,Chaygaon Ward-2,23.8507,92.82,POINT(92.82 23.8507)
Mizoram,Kolasib,Kolasib Sub-Division,Nongpoh Ward-3,24.1332,92.6417,POINT(92.6417 24.1332)
Mizoram,Lunglei,Lunglei Sub-Division,Nongpoh Ward-4,22.8005,92.7221,POINT(92.7221 22.8005)
Tripura,West Tripura,West Tripura Sub-Division,Nongpoh Ward-5,23.8312,91.1469,POINT(91.1469 23.8312)
Tripura,Sipahijala,Sipahijala Sub-Division,Lumla Ward-6,23.7745,91.1799,POINT(91.1799 23.7745)
Tripura,Dhalai,Dhalai Sub-Division,Dirang Ward-7,23.9588,91.8154,POINT(91.8154 23.9588)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Nongpoh Ward-8,27.6341,91.8691,POINT(91.8691 27.6341)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Moirang Ward-9,27.2188,92.2737,POINT(92.2737 27.2188)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Ambassa Ward-10,27.1988,93.5454,POINT(93.5454 27.1988)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Mangan Ward-11,28.0183,95.4248,POINT(95.4248 28.0183)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Tseminyu Ward-12,27.6786,93.9057,POINT(93.9057 27.6786)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Serchhip Ward-13,26.2109,91.7896,POINT(91.7896 26.2109)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Tenga Ward-14,26.1622,91.6278,POINT(91.6278 26.1622)
Assam,Darrang,Darrang Sub-Division,Mangan Ward-15,26.4164,92.1047,POINT(92.1047 26.4164)
Assam,Sonitpur,Sonitpur Sub-Division,Kalaigaon Ward-16,26.568,92.8474,POINT(92.8474 26.568)
Assam,Dibrugarh,Dibrugarh Sub-Division,Gyalshing Ward-17,27.4856,94.8633,POINT(94.8633 27.4856)
Assam,Cachar,Cachar Sub-Division,Singtam Ward-18,24.7639,92.7041,POINT(92.7041 24.7639)
Assam,Nagaon,Nagaon Sub-Division,Singtam Ward-19,26.2325,92.7045,POINT(92.7045 26.2325)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Rupa Ward-20,25.5619,91.7485,POINT(91.7485 25.5619)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Ambassa Ward-21,25.5041,91.3633,POINT(91.3633 25.5041)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Chaygaon Ward-22,25.7739,91.9991,POINT(91.9991 25.7739)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Chaygaon Ward-23,25.3539,92.2798,POINT(92.2798 25.3539)
Sikkim,East Sikkim,East Sikkim Sub-Division,Teliamura Ward-24,27.2571,88.5088,POINT(88.5088 27.2571)
Sikkim,North Sikkim,North Sikkim Sub-Division,Tseminyu Ward-25,27.3843,88.4116,POINT(88.4116 27.3843)
Sikkim,South Sikkim,South Sikkim Sub-Division,Nambol Ward-1,27.1152,88.366,POINT(88.366 27.1152)
Nagaland,Kohima,Kohima Sub-Division,Dirang Ward-2,25.6028,94.0358,POINT(94.0358 25.6028)
Nagaland,Dimapur,Dimapur Sub-Division,Singtam Ward-3,25.9189,93.5909,POINT(93.5909 25.9189)
Nagaland,Mokokchung,Mokokchung Sub-Division,Mairang Ward-4,26.3081,94.5233,POINT(94.5233 26.3081)
Manipur,Imphal West,Imphal West Sub-Division,Nambol Ward-5,24.9157,93.9911,POINT(93.9911 24.9157)
Manipur,Bishnupur,Bishnupur Sub-Division,Kalaigaon Ward-6,24.5253,93.7125,POINT(93.7125 24.5253)
Manipur,Senapati,Senapati Sub-Division,Gyalshing Ward-7,25.3792,93.9724,POINT(93.9724 25.3792)
Mizoram,Aizawl,Aizawl Sub-Division,Serchhip Ward-8,23.6252,92.581,POINT(92.581 23.6252)
Mizoram,Kolasib,Kolasib Sub-Division,Kalaigaon Ward-9,24.1019,92.5934,POINT(92.5934 24.1019)
Mizoram,Lunglei,Lunglei Sub-Division,Tenga Ward-10,22.8825,92.7644,POINT(92.7644 22.8825)
Tripura,West Tripura,West Tripura Sub-Division,Rupa Ward-11,23.8563,91.3339,POINT(91.3339 23.8563)
Tripura,Sipahijala,Sipahijala Sub-Division,Sipajhar Ward-12,23.5085,91.1852,POINT(91.1852 23.5085)
Tripura,Dhalai,Dhalai Sub-Division,Bishalgarh Ward-13,23.9993,91.8891,POINT(91.8891 23.9993)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Bishalgarh Ward-14,27.6904,91.8677,POINT(91.8677 27.6904)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Lumla Ward-15,27.2706,92.361,POINT(92.361 27.2706)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Dirang Ward-16,27.0236,93.5395,POINT(93.5395 27.0236)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Mairang Ward-17,28.0104,95.4677,POINT(95.4677 28.0104)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Teliamura Ward-18,27.6641,93.7886,POINT(93.7886 27.6641)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Gyalshing Ward-19,26.1032,91.7314,POINT(91.7314 26.1032)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Lumla Ward-20,26.2058,91.66,POINT(91.66 26.2058)
Assam,Darrang,Darrang Sub-Division,Mangan Ward-21,26.5748,92.0832,POINT(92.0832 26.5748)
Assam,Sonitpur,Sonitpur Sub-Division,Nambol Ward-22,26.5699,92.7368,POINT(92.7368 26.5699)
Assam,Dibrugarh,Dibrugarh Sub-Division,Ambassa Ward-23,27.3673,94.9103,POINT(94.9103 27.3673)
Assam,Cachar,Cachar Sub-Division,Serchhip Ward-24,24.9462,92.6336,POINT(92.6336 24.9462)
Assam,Nagaon,Nagaon Sub-Division,Nongpoh Ward-25,26.4086,92.675,POINT(92.675 26.4086)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Kalaigaon Ward-1,25.5582,91.9503,POINT(91.9503 25.5582)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Nambol Ward-2,25.6356,91.3813,POINT(91.3813 25.6356)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Rupa Ward-3,25.8224,91.818,POINT(91.818 25.8224)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Teliamura Ward-4,25.4774,92.235,POINT(92.235 25.4774)
Sikkim,East Sikkim,East Sikkim Sub-Division,Tseminyu Ward-5,27.2954,88.5912,POINT(88.5912 27.2954)
Sikkim,North Sikkim,North Sikkim Sub-Division,Ambassa Ward-6,27.4807,88.6273,POINT(88.6273 27.4807)
Sikkim,South Sikkim,South Sikkim Sub-Division,Mairang Ward-7,27.2498,88.4749,POINT(88.4749 27.2498)
Nagaland,Kohima,Kohima Sub-Division,Singtam Ward-8,25.5274,94.1365,POINT(94.1365 25.5274)
Nagaland,Dimapur,Dimapur Sub-Division,Moirang Ward-9,25.8884,93.7301,POINT(93.7301 25.8884)
Nagaland,Mokokchung,Mokokchung Sub-Division,Mangan Ward-10,26.2447,94.518,POINT(94.518 26.2447)
Manipur,Imphal West,Imphal West Sub-Division,Chumukedima Ward-11,24.8409,94.04,POINT(94.04 24.8409)
Manipur,Bishnupur,Bishnupur Sub-Division,Nongpoh Ward-12,24.7096,93.9006,POINT(93.9006 24.7096)
Manipur,Senapati,Senapati Sub-Division,Hnahthial Ward-13,25.4068,93.9232,POINT(93.9232 25.4068)
Mizoram,Aizawl,Aizawl Sub-Division,Moirang Ward-14,23.6714,92.6718,POINT(92.6718 23.6714)
Mizoram,Kolasib,Kolasib Sub-Division,Hnahthial Ward-15,24.2017,92.7956,POINT(92.7956 24.2017)
Mizoram,Lunglei,Lunglei Sub-Division,Nongpoh Ward-16,22.9119,92.6218,POINT(92.6218 22.9119)
Tripura,West Tripura,West Tripura Sub-Division,Gyalshing Ward-17,23.7436,91.3884,POINT(91.3884 23.7436)
Tripura,Sipahijala,Sipahijala Sub-Division,Mairang Ward-18,23.4969,91.4292,POINT(91.4292 23.4969)
Tripura,Dhalai,Dhalai Sub-Division,Tseminyu Ward-19,23.9498,91.7077,POINT(91.7077 23.9498)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Singtam Ward-20,27.5641,91.8428,POINT(91.8428 27.5641)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Ambassa Ward-21,27.1474,92.4778,POINT(92.4778 27.1474)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Jang Ward-22,27.0984,93.4927,POINT(93.4927 27.0984)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Rupa Ward-23,27.9509,95.2821,POINT(95.2821 27.9509)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Tseminyu Ward-24,27.4223,93.727,POINT(93.727 27.4223)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Chumukedima Ward-25,26.1484,91.8193,POINT(91.8193 26.1484)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Mairang Ward-1,26.0465,91.4421,POINT(91.4421 26.0465)
Assam,Darrang,Darrang Sub-Division,Nongpoh Ward-2,26.5544,92.0793,POINT(92.0793 26.5544)
Assam,Sonitpur,Sonitpur Sub-Division,Bishalgarh Ward-3,26.672,92.7164,POINT(92.7164 26.672)
Assam,Dibrugarh,Dibrugarh Sub-Division,Tenga Ward-4,27.5248,94.8416,POINT(94.8416 27.5248)
Assam,Cachar,Cachar Sub-Division,Hnahthial Ward-5,24.8323,92.6684,POINT(92.6684 24.8323)
Assam,Nagaon,Nagaon Sub-Division,Mangan Ward-6,26.4523,92.7588,POINT(92.7588 26.4523)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Mairang Ward-7,25.6122,91.9563,POINT(91.9563 25.6122)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Chumukedima Ward-8,25.4741,91.2852,POINT(91.2852 25.4741)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Tenga Ward-9,26.0363,91.9934,POINT(91.9934 26.0363)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Teliamura Ward-10,25.4455,92.289,POINT(92.289 25.4455)
Sikkim,East Sikkim,East Sikkim Sub-Division,Jang Ward-11,27.2775,88.5222,POINT(88.5222 27.2775)
Sikkim,North Sikkim,North Sikkim Sub-Division,Jang Ward-12,27.4759,88.5342,POINT(88.5342 27.4759)
Sikkim,South Sikkim,South Sikkim Sub-Division,Nongpoh Ward-13,27.1594,88.2957,POINT(88.2957 27.1594)
Nagaland,Kohima,Kohima Sub-Division,Mairang Ward-14,25.5635,94.2233,POINT(94.2233 25.5635)
Nagaland,Dimapur,Dimapur Sub-Division,Moirang Ward-15,25.8804,93.648,POINT(93.648 25.8804)
Nagaland,Mokokchung,Mokokchung Sub-Division,Cherrapunji Ward-16,26.4303,94.4927,POINT(94.4927 26.4303)
Manipur,Imphal West,Imphal West Sub-Division,Jang Ward-17,24.7623,93.9042,POINT(93.9042 24.7623)
Manipur,Bishnupur,Bishnupur Sub-Division,Gyalshing Ward-18,24.4988,93.7602,POINT(93.7602 24.4988)
Manipur,Senapati,Senapati Sub-Division,Chumukedima Ward-19,25.2026,93.9829,POINT(93.9829 25.2026)
Mizoram,Aizawl,Aizawl Sub-Division,Lumla Ward-20,23.811,92.6007,POINT(92.6007 23.811)
Mizoram,Kolasib,Kolasib Sub-Division,Kalaigaon Ward-21,24.2319,92.8151,POINT(92.8151 24.2319)
Mizoram,Lunglei,Lunglei Sub-Division,Tenga Ward-22,22.9414,92.8637,POINT(92.8637 22.9414)
Tripura,West Tripura,West Tripura Sub-Division,Hnahthial Ward-23,23.6963,91.1999,POINT(91.1999 23.6963)
Tripura,Sipahijala,Sipahijala Sub-Division,Cherrapunji Ward-24,23.6457,91.4199,POINT(91.4199 23.6457)
Tripura,Dhalai,Dhalai Sub-Division,Serchhip Ward-25,23.8122,91.824,POINT(91.824 23.8122)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Chumukedima Ward-1,27.4469,91.7154,POINT(91.7154 27.4469)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Mangan Ward-2,27.3519,92.2786,POINT(92.2786 27.3519)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Lumla Ward-3,27.1821,93.5408,POINT(93.5408 27.1821)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Moirang Ward-4,28.0294,95.2962,POINT(95.2962 28.0294)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Hnahthial Ward-5,27.4255,93.7022,POINT(93.7022 27.4255)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Ambassa Ward-6,26.0005,91.809,POINT(91.809 26.0005)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Dirang Ward-7,26.2558,91.6498,POINT(91.6498 26.2558)
Assam,Darrang,Darrang Sub-Division,Lumla Ward-8,26.5374,92.0085,POINT(92.0085 26.5374)
Assam,Sonitpur,Sonitpur Sub-Division,Cherrapunji Ward-9,26.5446,92.7219,POINT(92.7219 26.5446)
Assam,Dibrugarh,Dibrugarh Sub-Division,Bishalgarh Ward-10,27.4517,94.8287,POINT(94.8287 27.4517)
Assam,Cachar,Cachar Sub-Division,Cherrapunji Ward-11,24.9556,92.7889,POINT(92.7889 24.9556)
Assam,Nagaon,Nagaon Sub-Division,Lumla Ward-12,26.4135,92.8194,POINT(92.8194 26.4135)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Sipajhar Ward-13,25.496,92.0359,POINT(92.0359 25.496)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Sipajhar Ward-14,25.503,91.1427,POINT(91.1427 25.503)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Nongpoh Ward-15,26.0427,91.7586,POINT(91.7586 26.0427)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Lumla Ward-16,25.478,92.0752,POINT(92.0752 25.478)
Sikkim,East Sikkim,East Sikkim Sub-Division,Rangia Ward-17,27.4058,88.6265,POINT(88.6265 27.4058)
Sikkim,North Sikkim,North Sikkim Sub-Division,Sipajhar Ward-18,27.4736,88.6222,POINT(88.6222 27.4736)
Sikkim,South Sikkim,South Sikkim Sub-Division,Ambassa Ward-19,27.1896,88.322,POINT(88.322 27.1896)
Nagaland,Kohima,Kohima Sub-Division,Teliamura Ward-20,25.6938,94.1052,POINT(94.1052 25.6938)
Nagaland,Dimapur,Dimapur Sub-Division,Rupa Ward-21,25.8534,93.7902,POINT(93.7902 25.8534)
Nagaland,Mokokchung,Mokokchung Sub-Division,Cherrapunji Ward-22,26.3949,94.6464,POINT(94.6464 26.3949)
Manipur,Imphal West,Imphal West Sub-Division,Dirang Ward-23,24.8941,93.8354,POINT(93.8354 24.8941)
Manipur,Bishnupur,Bishnupur Sub-Division,Bishalgarh Ward-24,24.7433,93.6486,POINT(93.6486 24.7433)
Manipur,Senapati,Senapati Sub-Division,Sipajhar Ward-25,25.3509,94.0062,POINT(94.0062 25.3509)
Mizoram,Aizawl,Aizawl Sub-Division,Kalaigaon Ward-1,23.5799,92.6029,POINT(92.6029 23.5799)
Mizoram,Kolasib,Kolasib Sub-Division,Chumukedima Ward-2,24.1513,92.6267,POINT(92.6267 24.1513)
Mizoram,Lunglei,Lunglei Sub-Division,Hnahthial Ward-3,22.7725,92.747,POINT(92.747 22.7725)
Tripura,West Tripura,West Tripura Sub-Division,Chumukedima Ward-4,23.7929,91.3182,POINT(91.3182 23.7929)
Tripura,Sipahijala,Sipahijala Sub-Division,Chumukedima Ward-5,23.7631,91.378,POINT(91.378 23.7631)
Tripura,Dhalai,Dhalai Sub-Division,Bishalgarh Ward-6,23.9145,91.8422,POINT(91.8422 23.9145)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Bishalgarh Ward-7,27.4562,92.0025,POINT(92.0025 27.4562)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Chaygaon Ward-8,27.1427,92.4035,POINT(92.4035 27.1427)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Ambassa Ward-9,26.9973,93.5717,POINT(93.5717 26.9973)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Chumukedima Ward-10,27.9202,95.2338,POINT(95.2338 27.9202)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Nongpoh Ward-11,27.5753,93.7717,POINT(93.7717 27.5753)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Mangan Ward-12,26.1628,91.7787,POINT(91.7787 26.1628)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Chumukedima Ward-13,26.2542,91.496,POINT(91.496 26.2542)
Assam,Darrang,Darrang Sub-Division,Kalaigaon Ward-14,26.4587,92.0744,POINT(92.0744 26.4587)
Assam,Sonitpur,Sonitpur Sub-Division,Ambassa Ward-15,26.6615,92.7258,POINT(92.7258 26.6615)
Assam,Dibrugarh,Dibrugarh Sub-Division,Tseminyu Ward-16,27.5956,94.8248,POINT(94.8248 27.5956)
Assam,Cachar,Cachar Sub-Division,Serchhip Ward-17,24.7107,92.8699,POINT(92.8699 24.7107)
Assam,Nagaon,Nagaon Sub-Division,Mangan Ward-18,26.1953,92.5573,POINT(92.5573 26.1953)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Ambassa Ward-19,25.5564,91.8848,POINT(91.8848 25.5564)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Tenga Ward-20,25.528,91.2232,POINT(91.2232 25.528)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Tenga Ward-21,26.0016,91.8251,POINT(91.8251 26.0016)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Dirang Ward-22,25.5866,92.3336,POINT(92.3336 25.5866)
Sikkim,East Sikkim,East Sikkim Sub-Division,Sipajhar Ward-23,27.3201,88.589,POINT(88.589 27.3201)
Sikkim,North Sikkim,North Sikkim Sub-Division,Jang Ward-24,27.5174,88.5306,POINT(88.5306 27.5174)
Sikkim,South Sikkim,South Sikkim Sub-Division,Dirang Ward-25,27.2766,88.4312,POINT(88.4312 27.2766)
Nagaland,Kohima,Kohima Sub-Division,Singtam Ward-1,25.693,94.258,POINT(94.258 25.693)
Nagaland,Dimapur,Dimapur Sub-Division,Singtam Ward-2,26.0368,93.8761,POINT(93.8761 26.0368)
Nagaland,Mokokchung,Mokokchung Sub-Division,Kalaigaon Ward-3,26.1767,94.4631,POINT(94.4631 26.1767)
Manipur,Imphal West,Imphal West Sub-Division,Rupa Ward-4,24.8178,93.7907,POINT(93.7907 24.8178)
Manipur,Bishnupur,Bishnupur Sub-Division,Hnahthial Ward-5,24.626,93.6277,POINT(93.6277 24.626)
Manipur,Senapati,Senapati Sub-Division,Teliamura Ward-6,25.1272,94.0317,POINT(94.0317 25.1272)
Mizoram,Aizawl,Aizawl Sub-Division,Chumukedima Ward-7,23.8763,92.7573,POINT(92.7573 23.8763)
Mizoram,Kolasib,Kolasib Sub-Division,Bishalgarh Ward-8,24.2643,92.6937,POINT(92.6937 24.2643)
Mizoram,Lunglei,Lunglei Sub-Division,Gyalshing Ward-9,22.9983,92.636,POINT(92.636 22.9983)
Tripura,West Tripura,West Tripura Sub-Division,Lumla Ward-10,23.7063,91.387,POINT(91.387 23.7063)
Tripura,Sipahijala,Sipahijala Sub-Division,Bishalgarh Ward-11,23.5037,91.1912,POINT(91.1912 23.5037)
Tripura,Dhalai,Dhalai Sub-Division,Jang Ward-12,23.8965,91.9212,POINT(91.9212 23.8965)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Jang Ward-13,27.531,91.9222,POINT(91.9222 27.531)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Moirang Ward-14,27.2244,92.2702,POINT(92.2702 27.2244)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Dirang Ward-15,27.1513,93.4861,POINT(93.4861 27.1513)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Nongpoh Ward-16,27.996,95.2278,POINT(95.2278 27.996)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Teliamura Ward-17,27.5516,93.7319,POINT(93.7319 27.5516)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Nongpoh Ward-18,26.0878,91.7544,POINT(91.7544 26.0878)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Jang Ward-19,26.2439,91.5819,POINT(91.5819 26.2439)
Assam,Darrang,Darrang Sub-Division,Chaygaon Ward-20,26.3568,91.9069,POINT(91.9069 26.3568)
Assam,Sonitpur,Sonitpur Sub-Division,Lumla Ward-21,26.7138,92.8792,POINT(92.8792 26.7138)
Assam,Dibrugarh,Dibrugarh Sub-Division,Singtam Ward-22,27.586,95.045,POINT(95.045 27.586)
Assam,Cachar,Cachar Sub-Division,Mangan Ward-23,24.9537,92.6862,POINT(92.6862 24.9537)
Assam,Nagaon,Nagaon Sub-Division,Dirang Ward-24,26.309,92.6201,POINT(92.6201 26.309)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Chumukedima Ward-25,25.4966,91.7998,POINT(91.7998 25.4966)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Rangia Ward-1,25.4378,91.2419,POINT(91.2419 25.4378)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Serchhip Ward-2,25.8547,91.9225,POINT(91.9225 25.8547)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Teliamura Ward-3,25.3511,92.3349,POINT(92.3349 25.3511)
Sikkim,East Sikkim,East Sikkim Sub-Division,Serchhip Ward-4,27.2521,88.6672,POINT(88.6672 27.2521)
Sikkim,North Sikkim,North Sikkim Sub-Division,Tseminyu Ward-5,27.4366,88.5027,POINT(88.5027 27.4366)
Sikkim,South Sikkim,South Sikkim Sub-Division,Nambol Ward-6,27.1007,88.354,POINT(88.354 27.1007)
Nagaland,Kohima,Kohima Sub-Division,Cherrapunji Ward-7,25.5345,93.9932,POINT(93.9932 25.5345)
Nagaland,Dimapur,Dimapur Sub-Division,Mairang Ward-8,25.897,93.6744,POINT(93.6744 25.897)
Nagaland,Mokokchung,Mokokchung Sub-Division,Sipajhar Ward-9,26.1852,94.5804,POINT(94.5804 26.1852)
